Rk,School,Conf,Unnamed:_3_level_1,W,L,Pts,Opp,MOV,Unnamed:_9_level_1,SOS,Unnamed:_11_level_1,OSRS,DSRS,SRS,ORtg,DRtg,NRtg,season
208,Wofford,Southern,,17,15,74.5,73.8,0.69,,-1.60,,-1.23,-2.64,-3.87,106.09,111.70,-5.61,2024
209,Abilene Christian,WAC,,16,18,72.1,73.5,-1.41,,-1.12,,-2.48,-1.65,-4.12,100.11,105.60,-5.49,2024
210,UC Riverside,Big West,,16,18,70.7,72.0,-1.29,,-1.23,,-3.01,-1.25,-4.26,101.68,107.76,-6.08,2024
211,Northern Colorado,Big Sky,,19,14,79.3,77.0,2.27,,-5.25,,4.13,-8.57,-4.44,105.40,111.38,-5.98,2024
212,Texas A&M-Corpus Christi,Southland,,21,12,75.2,66.7,8.48,,-7.24,,-4.79,0.34,-4.45,97.68,102.84,-5.16,2024
213,Harvard,Ivy,,14,13,70.4,71.7,-1.37,,-2.08,,-3.35,-1.23,-4.58,99.74,106.18,-6.44,2024
214,Saint Peter's,MAAC,,19,14,64.8,64.0,0.82,,-5.33,,-10.24,5.67,-4.58,95.85,102.20,-6.35,2024
215,Georgia State,Sun Belt,,14,17,76.5,74.8,1.65,,-2.59,,-0.72,-3.88,-4.59,103.10,109.54,-6.44,2024
216,Mercer,Southern,,16,17,71.2,71.8,-0.70,,-2.55,,-4.63,-0.02,-4.65,100.93,107.74,-6.81,2024
217,Gardner-Webb,Big South,,17,16,73.5,73.2,0.36,,-1.73,,-1.77,-2.89,-4.66,99.67,105.77,-6.10,2024
218,Air Force,MWC,,9,22,66.2,72.4,-6.19,,1.43,,-6.63,1.86,-4.77,104.70,113.09,-8.40,2024
219,Cal State Northridge,Big West,,19,15,75.0,73.6,1.41,,-4.13,,0.08,-4.87,-4.78,97.56,104.39,-6.83,2024
220,Bowling Green,MAC,,20,14,73.6,71.0,2.59,,-5.52,,-2.56,-2.37,-4.93,99.85,107.13,-7.28,2024
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2024
221,Milwaukee,Horizon,,20,15,79.5,78.7,0.83,,-4.47,,3.95,-8.97,-5.01,105.19,112.52,-7.32,2024
222,Stetson,A-Sun,,22,13,76.8,73.3,3.46,,-3.24,,-0.77,-4.31,-5.09,107.27,114.59,-7.33,2024
223,Cal State Fullerton,Big West,,14,18,67.9,69.1,-1.25,,-1.15,,-6.38,1.23,-5.15,98.55,105.51,-6.96,2024
224,Iona,MAAC,,16,17,71.3,70.6,0.76,,-5.95,,-3.76,-1.43,-5.19,101.49,108.61,-7.11,2024
225,Merrimack,NEC,,21,12,69.2,65.4,3.76,,-8.43,,-7.97,2.74,-5.24,94.35,101.75,-7.40,2024
226,UTSA,AAC,,11,21,77.6,81.0,-3.38,,-0.71,,4.60,-9.86,-5.26,105.23,112.41,-7.19,2024
227,San Diego,WCC,,18,15,72.5,77.3,-4.79,,0.33,,-0.51,-4.81,-5.31,99.92,106.44,-6.53,2024
228,Kansas City,Summit,,16,16,71.9,69.3,2.59,,-4.50,,-4.81,-0.51,-5.32,98.51,106.02,-7.51,2024
229,Montana State,Big Sky,,17,18,75.3,74.5,0.83,,-4.46,,-1.15,-4.18,-5.34,101.63,108.95,-7.32,2024
230,Cal State Bakersfield,Big West,,13,19,68.7,69.2,-0.47,,-2.17,,-6.61,1.24,-5.37,99.16,107.31,-8.15,2024
231,Eastern Kentucky,A-Sun,,17,14,80.8,76.5,4.29,,-4.49,,-0.20,-5.22,-5.42,103.57,110.60,-7.03,2024
232,Marshall,Sun Belt,,13,20,73.8,76.7,-2.91,,-1.39,,-1.79,-3.63,-5.42,98.76,105.84,-7.08,2024
233,Columbia,Ivy,,13,14,77.0,72.4,4.52,,-3.72,,-0.43,-5.00,-5.43,103.87,111.07,-7.20,2024
234,Lamar,Southland,,19,14,77.8,72.9,4.91,,-8.28,,-0.99,-4.48,-5.47,102.43,109.48,-7.05,2024
235,Tennessee-Martin,OVC,,21,11,81.5,76.7,4.81,,-7.25,,4.89,-10.45,-5.57,103.05,111.17,-8.12,2024
236,Green Bay,Horizon,,18,14,69.0,69.0,0.06,,-4.07,,-7.14,1.50,-5.64,101.18,109.31,-8.13,2024
237,Marist,MAAC,,18,13,64.6,62.2,2.45,,-8.09,,-11.05,5.41,-5.64,94.91,102.36,-7.45,2024
238,Radford,Big South,,16,17,72.0,71.5,0.48,,-3.47,,-4.59,-1.08,-5.66,104.06,112.11,-8.05,2024
239,Southern Utah,WAC,,10,21,75.0,77.6,-2.58,,-1.17,,0.76,-6.48,-5.72,103.39,110.90,-7.51,2024
240,Rider,MAAC,,15,17,72.2,72.1,0.03,,-4.28,,-2.48,-3.26,-5.73,100.60,108.53,-7.93,2024
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2024
241,Norfolk State,MEAC,,24,11,74.5,67.5,6.97,,-7.76,,-4.75,-1.01,-5.76,101.39,109.29,-7.90,2024
242,South Alabama,Sun Belt,,16,16,74.0,75.7,-1.69,,-3.37,,-1.57,-4.35,-5.92,101.95,110.07,-8.11,2024
243,Southern Mississippi,Sun Belt,,16,16,69.9,71.0,-1.16,,-2.93,,-4.59,-1.33,-5.93,98.84,107.07,-8.23,2024
244,Northeastern,CAA,,12,20,69.4,72.3,-2.94,,-3.15,,-4.04,-2.05,-6.09,102.88,111.71,-8.83,2024
245,Austin Peay,A-Sun,,19,16,74.8,73.2,1.66,,-4.85,,-2.38,-3.74,-6.13,104.57,113.45,-8.88,2024
246,New Hampshire,AEC,,16,15,74.1,74.1,0.03,,-3.61,,-1.63,-4.52,-6.15,97.87,105.97,-8.11,2024
247,DePaul,Big East,,3,29,64.7,81.8,-17.03,,10.80,,-2.65,-3.58,-6.23,102.04,110.74,-8.69,2024
248,North Dakota,Summit,,18,14,75.3,71.9,3.38,,-6.10,,-3.16,-3.08,-6.24,101.47,110.46,-8.99,2024
249,Florida Gulf Coast,A-Sun,,14,18,70.4,71.1,-0.72,,-3.94,,-7.29,1.00,-6.28,101.16,109.97,-8.81,2024
250,Maine,AEC,,15,17,67.6,67.5,0.16,,-4.87,,-9.41,3.03,-6.39,94.89,103.85,-8.97,2024
251,Miami (OH),MAC,,15,17,70.6,70.0,0.56,,-4.08,,-5.47,-0.98,-6.45,98.43,107.19,-8.76,2024
252,The Citadel,Southern,,11,21,70.6,71.5,-0.91,,-2.91,,-5.93,-0.60,-6.53,100.50,110.01,-9.51,2024
253,Mount St. Mary's,MAAC,,13,19,72.7,71.8,0.91,,-7.45,,-1.97,-4.57,-6.54,99.59,109.06,-9.47,2024
254,Albany (NY),AEC,,13,19,78.7,78.8,-0.13,,-5.22,,3.71,-10.32,-6.60,102.39,111.43,-9.04,2024
255,Ball State,MAC,,15,16,73.5,71.0,2.58,,-5.93,,-3.55,-3.13,-6.68,101.07,110.63,-9.56,2024
256,North Florida,A-Sun,,16,16,78.0,75.8,2.16,,-4.84,,-1.08,-5.87,-6.95,105.03,113.94,-8.91,2024
257,Nicholls State,Southland,,20,14,73.9,73.9,-0.06,,-5.37,,-2.15,-4.99,-7.14,100.79,110.30,-9.51,2024
258,Portland State,Big Sky,,17,15,71.9,71.8,0.09,,-4.94,,-4.13,-3.02,-7.15,96.09,105.48,-9.40,2024
259,North Alabama,A-Sun,,15,17,76.5,76.1,0.38,,-5.00,,-0.89,-6.28,-7.17,102.60,112.55,-9.95,2024
260,Omaha,Summit,,15,18,74.0,72.8,1.12,,-5.07,,-3.08,-4.31,-7.38,101.65,111.72,-10.07,2024
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2024
261,Denver,Summit,,17,17,81.0,80.5,0.53,,-4.82,,4.47,-11.86,-7.39,104.93,115.36,-10.43,2024
262,Oral Roberts,Summit,,12,19,73.4,75.3,-1.90,,-2.60,,-2.65,-4.78,-7.43,101.71,112.29,-10.59,2024
263,Middle Tennessee,CUSA,,14,19,65.7,70.3,-4.61,,-0.52,,-8.02,0.57,-7.45,95.35,106.04,-10.69,2024
264,Lehigh,Patriot,,14,18,72.7,71.0,1.69,,-6.60,,-1.75,-5.71,-7.47,97.62,108.30,-10.69,2024
265,Idaho State,Big Sky,,14,20,70.5,70.1,0.41,,-5.11,,-6.18,-1.31,-7.49,100.89,111.27,-10.37,2024
266,North Dakota State,Summit,,15,17,74.6,73.9,0.69,,-3.15,,-2.73,-4.84,-7.57,102.23,113.33,-11.10,2024
267,North Carolina Central,MEAC,,18,13,76.6,69.0,7.61,,-8.84,,-3.61,-4.27,-7.88,101.59,112.62,-11.03,2024
268,Canisius,MAAC,,14,18,70.4,72.1,-1.72,,-4.89,,-5.62,-2.33,-7.95,98.24,109.90,-11.66,2024
269,Florida International,CUSA,,11,22,73.6,76.5,-2.91,,-2.17,,-1.39,-6.62,-8.01,99.13,110.03,-10.90,2024
270,Kennesaw State,A-Sun,,15,16,82.8,80.8,2.06,,-5.84,,5.12,-13.14,-8.02,101.70,112.56,-10.86,2024
271,Central Michigan,MAC,,18,14,66.5,70.1,-3.59,,-3.59,,-8.53,0.46,-8.07,94.84,106.27,-11.43,2024
272,Utah Tech,WAC,,11,20,70.8,77.1,-6.29,,-1.18,,-2.39,-5.69,-8.08,97.65,108.46,-10.81,2024
273,Presbyterian,Big South,,14,19,74.8,73.1,1.70,,-5.57,,-3.79,-4.34,-8.13,100.08,111.49,-11.42,2024
274,Central Connecticut State,NEC,,20,11,72.2,66.5,5.68,,-10.15,,-5.86,-2.29,-8.15,98.52,109.83,-11.31,2024
275,Portland,WCC,,12,21,71.5,79.5,-7.94,,1.54,,-1.88,-6.33,-8.20,102.18,113.82,-11.64,2024
276,Valparaiso,MVC,,7,25,67.6,75.5,-7.91,,1.17,,-5.32,-2.93,-8.25,97.85,109.19,-11.34,2024
277,Bucknell,Patriot,,14,19,65.2,67.2,-1.94,,-6.39,,-7.98,-0.35,-8.33,97.28,109.31,-12.03,2024
278,Old Dominion,Sun Belt,,7,25,70.9,77.0,-6.13,,-1.58,,-3.16,-5.19,-8.35,97.66,109.04,-11.38,2024
279,Niagara,MAAC,,16,16,72.5,72.1,0.38,,-7.21,,-3.02,-5.38,-8.40,101.70,113.56,-11.86,2024
280,Georgia Southern,Sun Belt,,9,24,73.3,79.2,-5.91,,-2.53,,-0.78,-7.66,-8.44,101.17,112.99,-11.82,2024
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2024
281,New Mexico State,CUSA,,13,19,67.7,72.4,-4.75,,0.74,,-6.59,-2.03,-8.62,98.31,111.02,-12.71,2024
282,Maryland-Baltimore County,AEC,,11,21,78.7,80.7,-2.06,,-5.93,,3.69,-12.36,-8.67,101.25,113.16,-11.91,2024
283,Howard,MEAC,,18,17,74.9,74.3,0.66,,-8.02,,-1.15,-7.54,-8.69,102.68,114.84,-12.17,2024
284,Southern,SWAC,,18,14,71.1,68.7,2.41,,-6.09,,-7.55,-1.19,-8.74,95.43,106.80,-11.37,2024
285,Queens (NC),A-Sun,,14,19,80.1,81.6,-1.52,,-3.49,,2.18,-10.92,-8.75,100.68,112.50,-11.82,2024
286,Western Illinois,OVC,,21,12,68.8,65.7,3.18,,-7.37,,-10.32,1.57,-8.75,94.39,106.47,-12.08,2024
287,American,Patriot,,16,16,68.8,68.0,0.75,,-8.79,,-7.32,-1.64,-8.96,102.10,115.41,-13.31,2024
288,SIU Edwardsville,OVC,,17,16,71.5,70.1,1.39,,-7.54,,-5.89,-3.19,-9.08,97.86,110.74,-12.88,2024
289,Texas Southern,SWAC,,16,17,70.2,71.1,-0.91,,-7.03,,-6.96,-2.13,-9.09,94.75,107.25,-12.50,2024
290,Northern Illinois,MAC,,11,20,73.2,77.4,-4.19,,-1.37,,-2.35,-6.81,-9.16,99.54,112.71,-13.17,2024
291,Binghamton,AEC,,15,15,72.1,72.2,-0.13,,-5.21,,-5.16,-4.12,-9.29,98.36,111.29,-12.93,2024
292,Western Michigan,MAC,,12,20,71.3,74.9,-3.59,,-3.79,,-3.93,-5.38,-9.30,97.79,111.22,-13.43,2024
293,Chicago State,Ind,,13,19,69.5,70.6,-1.06,,-3.03,,-9.06,-0.29,-9.34,96.09,109.81,-13.72,2024
294,South Carolina Upstate,Big South,,10,20,71.0,72.9,-1.93,,-3.02,,-5.74,-3.62,-9.36,97.15,110.50,-13.35,2024
295,Robert Morris,Horizon,,10,22,72.7,75.8,-3.09,,-4.31,,-3.71,-5.87,-9.57,99.83,113.38,-13.55,2024
296,Grambling,SWAC,,21,15,67.7,69.6,-1.94,,-5.48,,-9.44,-0.19,-9.63,96.11,109.64,-13.53,2024
297,Tennessee State,OVC,,18,15,72.7,71.0,1.73,,-7.64,,-5.48,-4.16,-9.64,96.26,109.73,-13.47,2024
298,Jacksonville,A-Sun,,16,17,71.8,72.4,-0.55,,-4.87,,-7.67,-2.17,-9.84,97.69,110.72,-13.03,2024
299,Sacred Heart,NEC,,16,16,74.1,72.3,1.84,,-9.45,,-3.29,-6.62,-9.91,97.97,111.62,-13.66,2024
300,Boston University,Patriot,,16,17,66.5,66.6,-0.15,,-8.49,,-8.62,-1.32,-9.93,94.68,108.99,-14.31,2024
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2024
301,Louisiana-Monroe,Sun Belt,,11,19,69.9,74.4,-4.57,,-2.44,,-6.38,-3.67,-10.05,97.28,111.78,-14.51,2024
302,Coastal Carolina,Sun Belt,,9,22,73.5,78.5,-4.97,,-2.88,,-3.29,-7.18,-10.47,97.36,111.94,-14.57,2024
303,Delaware State,MEAC,,15,19,70.6,71.0,-0.41,,-7.58,,-7.20,-3.31,-10.51,92.99,107.64,-14.65,2024
304,Campbell,CAA,,14,18,71.0,72.1,-1.09,,-5.66,,-6.00,-4.62,-10.62,97.41,112.73,-15.32,2024
305,Wagner,NEC,,17,16,63.7,63.1,0.61,,-8.58,,-14.19,3.55,-10.64,93.70,108.84,-15.14,2024
306,Sacramento State,Big Sky,,10,24,67.1,70.4,-3.29,,-3.71,,-10.88,0.01,-10.87,95.33,111.69,-16.36,2024
307,Le Moyne,NEC,,15,17,72.4,70.2,2.28,,-9.55,,-6.17,-4.90,-11.07,97.45,112.98,-15.53,2024
308,Lafayette,Patriot,,11,21,62.8,67.3,-4.50,,-6.01,,-11.51,0.34,-11.17,90.49,106.52,-16.03,2024
309,Idaho,Big Sky,,11,21,67.8,71.2,-3.38,,-4.69,,-9.00,-2.29,-11.29,96.41,112.96,-16.55,2024
310,Southeastern Louisiana,Southland,,15,17,69.0,71.0,-1.94,,-6.14,,-9.57,-1.74,-11.31,95.91,111.18,-15.27,2024
311,William & Mary,CAA,,10,23,69.8,72.1,-2.27,,-5.55,,-6.67,-4.66,-11.33,98.69,115.29,-16.60,2024
312,Elon,CAA,,13,19,73.1,75.4,-2.31,,-5.46,,-4.55,-6.88,-11.43,99.37,115.74,-16.37,2024
313,Jackson State,SWAC,,15,17,71.2,75.6,-4.34,,-7.15,,-4.82,-6.67,-11.50,97.02,112.72,-15.70,2024
314,Alcorn State,SWAC,,14,18,71.9,77.4,-5.53,,-5.61,,-3.48,-8.11,-11.58,102.52,118.16,-15.64,2024
315,Eastern Illinois,OVC,,14,18,68.9,67.9,1.00,,-6.50,,-9.41,-2.20,-11.60,93.05,109.89,-16.84,2024
316,Navy,Patriot,,13,18,66.5,66.7,-0.23,,-9.54,,-9.78,-1.92,-11.70,93.46,110.85,-17.39,2024
317,Alabama State,SWAC,,13,19,68.6,69.4,-0.81,,-6.87,,-10.12,-1.61,-11.73,89.07,105.17,-16.10,2024
318,Bellarmine,A-Sun,,8,23,69.5,74.8,-5.39,,-2.47,,-8.43,-3.36,-11.79,96.78,113.73,-16.95,2024
319,South Carolina State,MEAC,,14,18,70.2,74.7,-4.53,,-6.18,,-5.99,-5.86,-11.85,95.27,110.86,-15.59,2024
320,Bethune-Cookman,SWAC,,17,17,72.9,72.6,0.35,,-8.87,,-5.24,-6.63,-11.87,94.01,110.50,-16.49,2024
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2024
321,Charleston Southern,Big South,,10,20,67.6,73.7,-6.07,,-1.59,,-10.03,-2.00,-12.03,92.81,109.97,-17.16,2024
322,Northern Arizona,Big Sky,,14,19,68.6,76.6,-8.00,,-4.17,,-6.34,-5.83,-12.17,94.60,111.99,-17.39,2024
323,South Dakota,Summit,,12,20,76.1,79.2,-3.16,,-5.41,,-1.35,-11.20,-12.55,99.78,117.30,-17.52,2024
324,Eastern Michigan,MAC,,13,18,66.0,72.6,-6.61,,-5.07,,-9.37,-3.39,-12.76,94.44,112.72,-18.28,2024
325,Texas-Rio Grande Valley,WAC,,6,25,70.4,79.8,-9.42,,-0.90,,-4.62,-8.77,-13.39,92.91,111.05,-18.14,2024
326,Southern Indiana,OVC,,8,24,68.6,73.0,-4.38,,-5.59,,-7.49,-6.14,-13.63,92.80,111.92,-19.12,2024
327,Cal Poly,Big West,,4,28,63.7,74.1,-10.44,,-2.28,,-10.26,-3.38,-13.64,91.87,111.89,-20.03,2024
328,Dartmouth,Ivy,,6,21,61.9,71.9,-10.00,,-1.31,,-13.12,-0.88,-13.99,90.37,111.06,-20.70,2024
329,Alabama A&M,SWAC,,12,23,69.0,75.8,-6.83,,-7.52,,-7.33,-7.02,-14.35,90.96,110.46,-19.50,2024
330,FDU,NEC,,15,17,75.9,77.6,-1.63,,-9.27,,-2.63,-11.77,-14.41,94.26,113.97,-19.71,2024
331,Northwestern State,Southland,,9,23,70.5,75.9,-5.38,,-6.32,,-7.56,-6.86,-14.42,94.29,114.34,-20.05,2024
332,East Texas A&M,Southland,,13,20,71.5,74.6,-3.06,,-5.19,,-9.28,-5.24,-14.52,91.30,112.05,-20.75,2024
333,NJIT,AEC,,7,21,67.9,75.0,-7.11,,-4.46,,-9.26,-5.39,-14.65,94.25,115.11,-20.86,2024
334,Army,Patriot,,10,22,60.3,64.3,-4.03,,-8.93,,-15.68,1.01,-14.67,88.63,110.76,-22.12,2024
335,Tennessee Tech,OVC,,10,21,67.4,73.8,-6.45,,-6.29,,-10.65,-4.39,-15.04,92.46,114.04,-21.58,2024
336,Buffalo,MAC,,4,27,68.0,79.7,-11.71,,-2.82,,-7.18,-7.95,-15.12,93.41,114.47,-21.07,2024
337,Manhattan,MAAC,,7,23,66.2,75.8,-9.67,,-4.86,,-8.06,-7.22,-15.28,92.35,113.72,-21.36,2024
338,Prairie View,SWAC,,10,21,70.2,76.4,-6.19,,-6.92,,-7.28,-8.13,-15.41,91.61,112.56,-20.95,2024
339,Arkansas-Pine Bluff,SWAC,,13,18,80.1,81.8,-1.71,,-7.60,,0.13,-15.69,-15.56,98.90,119.73,-20.83,2024
340,Central Arkansas,A-Sun,,9,23,72.2,78.2,-6.03,,-5.64,,-6.01,-9.69,-15.70,94.09,115.88,-21.79,2024
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2024
341,Florida A&M,SWAC,,6,23,67.2,77.2,-10.03,,-4.19,,-9.50,-6.32,-15.82,90.75,112.95,-22.21,2024
342,Hampton,CAA,,9,24,71.8,76.4,-4.58,,-5.29,,-7.19,-8.63,-15.82,91.90,114.11,-22.21,2024
343,Morgan State,MEAC,,11,20,72.7,77.5,-4.81,,-5.90,,-4.91,-11.17,-16.07,92.84,115.50,-22.67,2024
344,Loyola (MD),Patriot,,7,25,64.0,71.9,-7.88,,-6.94,,-11.40,-4.77,-16.17,90.47,114.07,-23.60,2024
345,North Carolina A&T,CAA,,7,25,65.6,77.9,-12.38,,-3.94,,-8.15,-8.17,-16.31,93.18,116.35,-23.17,2024
346,Incarnate Word,Southland,,8,23,72.3,78.6,-6.32,,-7.92,,-6.06,-10.34,-16.40,93.96,116.16,-22.20,2024
347,New Orleans,Southland,,10,23,73.5,79.5,-5.91,,-5.90,,-4.56,-12.24,-16.80,94.16,117.00,-22.83,2024
348,Detroit Mercy,Horizon,,1,31,66.0,80.3,-14.28,,-2.62,,-9.17,-7.73,-16.90,93.60,117.85,-24.26,2024
349,Holy Cross,Patriot,,10,23,66.5,74.6,-8.12,,-7.87,,-8.21,-8.91,-17.12,96.23,121.16,-24.93,2024
350,Maryland-Eastern Shore,MEAC,,9,20,65.2,70.6,-5.38,,-6.33,,-12.62,-4.71,-17.33,86.99,111.99,-25.00,2024
351,Pacific,WCC,,6,26,64.7,79.8,-15.06,,-0.15,,-8.29,-9.13,-17.42,92.35,117.72,-25.37,2024
352,Long Island University,NEC,,7,22,66.5,76.8,-10.28,,-7.58,,-8.56,-9.30,-17.86,89.12,113.75,-24.63,2024
353,Southeast Missouri State,OVC,,9,22,67.0,73.5,-6.45,,-6.55,,-10.70,-7.56,-18.25,88.96,114.56,-25.61,2024
354,Saint Francis (PA),NEC,,8,22,65.2,72.7,-7.53,,-8.14,,-12.39,-6.21,-18.60,90.57,117.63,-27.07,2024
355,Lindenwood,OVC,,9,22,65.1,73.1,-7.97,,-7.23,,-11.99,-6.74,-18.73,89.04,115.52,-26.48,2024
356,Siena,MAAC,,4,28,60.4,74.4,-14.00,,-5.20,,-14.55,-4.65,-19.20,86.53,114.33,-27.80,2024
357,Houston Christian,Southland,,6,23,71.5,83.4,-11.93,,-3.89,,-5.70,-13.67,-19.37,91.96,117.45,-25.49,2024
358,Stonehill,NEC,,4,27,63.5,76.1,-12.68,,-6.10,,-11.89,-8.21,-20.10,88.62,116.38,-27.77,2024
359,VMI,Southern,,4,28,68.9,82.6,-13.75,,-2.44,,-6.75,-13.90,-20.65,86.59,113.81,-27.22,2024
360,IU Indy,Horizon,,6,26,65.9,79.8,-13.94,,-4.62,,-11.86,-9.45,-21.31,89.57,120.43,-30.86,2024
,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted,2024
361,Coppin State,MEAC,,2,27,57.9,72.8,-14.97,,-6.49,,-17.64,-3.81,-21.46,81.63,112.41,-30.78,2024
362,Mississippi Valley State,SWAC,,1,30,55.5,77.7,-22.26,,-3.91,,-19.39,-6.78,-26.17,81.79,120.60,-38.80,2024
